,index,StartTime,TotalTimeSeconds,DistanceMeters,MaximumSpeed,Calories,AverageSpeed,parsed,zoned,hour,Miles,Minutes,Trip_hours,average_mph,maximum_mph,leg_flag,month,day,weekday
164,156,2013-09-25 14:51:59,1564.84,14636.54,12.95,624.0,9.35,2013-09-25 14:51:59+00:00,2013-09-25 07:51:59-07:00,7,9.094746914884363,26.080666666666666,0.4346777777777778,20.92296266300945,28.968396982613992,morning_suburb,9,25,2
165,195,2013-10-01 14:49:27,1667.06,14658.78,13.43,571.0,8.79,2013-10-01 14:49:27+00:00,2013-10-01 07:49:27-07:00,7,9.108566244547456,27.784333333333333,0.4630722222222222,19.669861001026263,30.04212907154486,morning_suburb,10,1,1
166,3,2013-10-02 14:46:50,1580.51,14650.82,14.25,608.0,9.27,2013-10-02 14:46:50+00:00,2013-10-02 07:46:50-07:00,7,9.103620117563722,26.341833333333334,0.43903055555555554,20.73573240487526,31.87642139013509,morning_suburb,10,2,2
167,137,2013-10-04 14:50:15,1691.6,14648.29,12.77,598.0,8.66,2013-10-04 14:50:15+00:00,2013-10-04 07:50:15-07:00,7,9.102048044539998,28.19333333333333,0.46988888888888886,19.37063901651927,28.56574744926492,morning_suburb,10,4,4
168,333,2013-10-07 14:47:29,1630.19,14652.85,12.1,589.0,8.99,2013-10-07 14:47:29+00:00,2013-10-07 07:47:29-07:00,7,9.104881504219122,27.169833333333333,0.45283055555555557,20.106597031750187,27.066996408465585,morning_suburb,10,7,0
169,128,2013-10-08 14:50:37,1580.68,14656.23,12.01,648.0,9.27,2013-10-08 14:50:37+00:00,2013-10-08 07:50:37-07:00,7,9.106981744068998,26.34466666666667,0.4390777777777778,20.741158411979903,26.865671641791046,morning_suburb,10,8,1
170,252,2013-10-09 14:47:37,1622.05,14653.46,13.35,625.0,9.03,2013-10-09 14:47:37+00:00,2013-10-09 07:47:37-07:00,7,9.105260541588477,27.034166666666668,0.45056944444444447,20.208340032501166,29.863173723389714,morning_suburb,10,9,2
171,208,2013-10-14 14:47:28,1670.54,14642.31,12.12,599.0,8.77,2013-10-14 14:47:28+00:00,2013-10-14 07:47:28-07:00,7,9.098332235574832,27.842333333333332,0.4640388888888889,19.60683135277778,27.11173524550437,morning_suburb,10,14,0
172,86,2013-10-15 14:47:08,1685.62,14645.44,11.7,583.0,8.69,2013-10-15 14:47:08+00:00,2013-10-15 07:47:08-07:00,7,9.100277132240546,28.093666666666664,0.46822777777777774,19.435577221476944,26.172219667689863,morning_suburb,10,15,1
173,263,2013-10-16 14:47:33,1670.63,14618.71,12.43,594.0,8.75,2013-10-16 14:47:33+00:00,2013-10-16 07:47:33-07:00,7,9.083667838989896,27.843833333333336,0.46406388888888894,19.574175143726393,27.805187219605553,morning_suburb,10,16,2
174,173,2013-10-18 14:48:15,1652.83,14621.47,12.42,604.0,8.85,2013-10-18 14:48:15+00:00,2013-10-18 07:48:15-07:00,7,9.08538282774305,27.547166666666666,0.4591194444444444,19.788712801603904,27.78281780108616,morning_suburb,10,18,4
175,148,2013-10-21 14:50:57,1755.75,14614.36,11.16,578.0,8.32,2013-10-21 14:50:57+00:00,2013-10-21 07:50:57-07:00,7,9.08096486758547,29.2625,0.4877083333333333,18.619663120209424,24.96427106764264,morning_suburb,10,21,0
176,68,2013-10-23 14:59:08,1769.79,14653.14,14.74,586.0,8.28,2013-10-23 14:59:08+00:00,2013-10-23 07:59:08-07:00,7,9.10506170231275,29.4965,0.49160833333333337,18.52096696688641,32.97252289758535,morning_suburb,10,23,2
177,109,2013-10-25 14:47:00,1720.21,14594.13,11.84,573.0,8.48,2013-10-25 14:47:00+00:00,2013-10-25 07:47:00-07:00,7,9.068394497123045,28.670166666666667,0.47783611111111113,18.978043488668803,26.485391526961365,morning_suburb,10,25,4
178,219,2013-10-28 14:48:32,1753.02,14623.08,12.78,580.0,8.34,2013-10-28 14:48:32+00:00,2013-10-28 07:48:32-07:00,7,9.086383237849057,29.217,0.48695,18.65978691415763,28.58811686778431,morning_suburb,10,28,0
179,63,2013-10-29 14:49:50,1674.67,14619.37,11.94,561.0,8.73,2013-10-29 14:49:50+00:00,2013-10-29 07:49:50-07:00,7,9.084077944996086,27.911166666666666,0.46518611111111113,19.527835694188052,26.709085712155296,morning_suburb,10,29,1
180,260,2013-10-30 14:50:42,1666.94,14641.89,11.44,595.0,8.78,2013-10-30 14:50:42+00:00,2013-10-30 07:50:42-07:00,7,9.098071259025438,27.782333333333334,0.4630388888888889,19.648611547201206,25.590614786185643,morning_suburb,10,30,2
181,324,2013-11-18 15:48:49,1655.96,14619.25,12.79,633.0,8.83,2013-11-18 15:48:49+00:00,2013-11-18 07:48:49-08:00,7,9.084003380267688,27.599333333333334,0.4599888888888889,19.748310447694195,28.610486286303704,morning_suburb,11,18,0
182,206,2013-11-19 15:47:07,1766.68,14633.5,11.19,574.0,8.28,2013-11-19 15:47:07+00:00,2013-11-19 07:47:07-08:00,7,9.092857941764947,29.444666666666667,0.4907444444444444,18.528702759047373,25.031379323200817,morning_suburb,11,19,1
183,163,2013-11-20 15:47:49,1809.38,14654.63,13.49,557.0,8.1,2013-11-20 15:47:49+00:00,2013-11-20 07:47:49-08:00,7,9.105987547690358,30.156333333333336,0.5026055555555556,18.117562464316663,30.176345582661217,morning_suburb,11,20,2
184,37,2013-11-21 15:48:09,1743.95,14642.49,12.83,573.0,8.4,2013-11-21 15:48:09+00:00,2013-11-21 07:48:09-08:00,7,9.098444082667429,29.065833333333334,0.4844305555555556,18.781730380803776,28.699963960381275,morning_suburb,11,21,3
185,346,2013-11-26 15:47:25,1685.2,14655.01,12.56,619.0,8.7,2013-11-26 15:47:25+00:00,2013-11-26 07:47:25-08:00,7,9.106223669330285,28.086666666666666,0.4681111111111111,19.453124382618697,28.095989660357663,morning_suburb,11,26,1
186,6,2013-12-02 15:48:00,1719.81,14630.73,12.63,600.0,8.51,2013-12-02 15:48:00+00:00,2013-12-02 07:48:00-08:00,7,9.091136739284428,28.6635,0.477725,19.030062775204204,28.252575589993416,morning_suburb,12,2,0
